ID,X,Y,Z,TxPowerdBm,Hdirection,VTilt,Active,Alias
71,-500.000001,866.025402,25.000000,41.000000,60.000000,0,1,9
72,-600.000001,692.820322,25.000000,41.000000,60.000000,0,1,2
73,-700.000000,519.615242,25.000000,41.000000,60.000000,0,1,0
74,-800.000000,346.410162,25.000000,41.000000,60.000000,0,1,5
75,-899.999999,173.205082,25.000000,41.000000,60.000000,0,1,15
76,-999.999999,0.000002,25.000000,41.000000,60.000000,0,1,11
77,-899.999999,-173.205078,25.000000,41.000000,60.000000,0,1,3
78,-799.999998,-346.410159,25.000000,41.000000,60.000000,0,1,0
79,-699.999998,-519.615239,25.000000,41.000000,60.000000,0,1,6
80,-599.999998,-692.820320,25.000000,41.000000,60.000000,0,1,17
81,-499.999998,-866.025400,25.000000,41.000000,60.000000,0,1,13
82,-299.999998,-866.025400,25.000000,41.000000,60.000000,0,1,4
83,-99.999998,-866.025401,25.000000,41.000000,60.000000,0,1,0
84,100.000002,-866.025401,25.000000,41.000000,60.000000,0,1,1
85,300.000001,-866.025402,25.000000,41.000000,60.000000,0,1,7
86,500.000001,-866.025402,25.000000,41.000000,60.000000,0,1,15
87,600.000001,-692.820322,25.000000,41.000000,60.000000,0,1,5
88,700.000000,-519.615242,25.000000,41.000000,60.000000,0,1,0
89,800.000000,-346.410162,25.000000,41.000000,60.000000,0,1,2
90,899.999999,-173.205082,25.000000,41.000000,60.000000,0,1,9
91,1099.999998,173.205078,25.000000,41.000000,60.000000,0,1,18
92,999.999998,346.410158,25.000000,41.000000,60.000000,0,1,1
93,899.999998,519.615239,25.000000,41.000000,60.000000,0,1,2
94,799.999998,692.820319,25.000000,41.000000,60.000000,0,1,10
95,399.999998,1039.230480,25.000000,41.000000,60.000000,0,1,8
96,199.999998,1039.230481,25.000000,41.000000,60.000000,0,1,2
97,-0.000002,1039.230481,25.000000,41.000000,60.000000,0,1,3
98,-200.000002,1039.230482,25.000000,41.000000,60.000000,0,1,12
99,-700.000001,866.025402,25.000000,41.000000,60.000000,0,1,10
100,-800.000000,692.820322,25.000000,41.000000,60.000000,0,1,3
101,-900.000000,519.615242,25.000000,41.000000,60.000000,0,1,4
102,-1000.000000,346.410162,25.000000,41.000000,60.000000,0,1,14
103,-1099.999998,-173.205078,25.000000,41.000000,60.000000,0,1,12
104,-999.999998,-346.410158,25.000000,41.000000,60.000000,0,1,4
105,-899.999998,-519.615239,25.000000,41.000000,60.000000,0,1,5
106,-799.999998,-692.820319,25.000000,41.000000,60.000000,0,1,16
107,-399.999998,-1039.230480,25.000000,41.000000,60.000000,0,1,14
108,-199.999998,-1039.230481,25.000000,41.000000,60.000000,0,1,5
109,0.000002,-1039.230481,25.000000,41.000000,60.000000,0,1,6
110,200.000002,-1039.230482,25.000000,41.000000,60.000000,0,1,18
111,700.000001,-866.025402,25.000000,41.000000,60.000000,0,1,16
112,800.000000,-692.820322,25.000000,41.000000,60.000000,0,1,6
113,900.000000,-519.615242,25.000000,41.000000,60.000000,0,1,1
114,1000.000000,-346.410162,25.000000,41.000000,60.000000,0,1,8
115,1199.999998,346.410158,25.000000,41.000000,60.000000,0,1,7
116,1099.999998,519.615238,25.000000,41.000000,60.000000,0,1,8
117,999.999998,692.820319,25.000000,41.000000,60.000000,0,1,9
118,99.999998,1212.435561,25.000000,41.000000,60.000000,0,1,10
119,-100.000002,1212.435562,25.000000,41.000000,60.000000,0,1,11
120,-1000.000000,692.820323,25.000000,41.000000,60.000000,0,1,12
121,-1100.000000,519.615243,25.000000,41.000000,60.000000,0,1,13
122,-1099.999998,-519.615238,25.000000,41.000000,60.000000,0,1,14
123,-999.999998,-692.820319,25.000000,41.000000,60.000000,0,1,15
124,-99.999998,-1212.435561,25.000000,41.000000,60.000000,0,1,16
125,100.000002,-1212.435562,25.000000,41.000000,60.000000,0,1,17
126,1000.000000,-692.820323,25.000000,41.000000,60.000000,0,1,18
127,1100.000000,-519.615243,25.000000,41.000000,60.000000,0,1,7
128,0.000000,0.000000,25.000000,41.000000,180.000000,0,1,0
129,200.000000,-0.000000,25.000000,41.000000,180.000000,0,1,1
130,100.000000,173.205080,25.000000,41.000000,180.000000,0,1,2
131,-100.000000,173.205080,25.000000,41.000000,180.000000,0,1,3
132,-200.000000,0.000000,25.000000,41.000000,180.000000,0,1,4
133,-100.000000,-173.205080,25.000000,41.000000,180.000000,0,1,5
134,100.000000,-173.205080,25.000000,41.000000,180.000000,0,1,6
135,400.000000,-0.000001,25.000000,41.000000,180.000000,0,1,7
136,299.999999,173.205080,25.000000,41.000000,180.000000,0,1,8
137,199.999999,346.410160,25.000000,41.000000,180.000000,0,1,9
138,-0.000001,346.410160,25.000000,41.000000,180.000000,0,1,10
139,-200.000000,346.410161,25.000000,41.000000,180.000000,0,1,11
140,-300.000000,173.205081,25.000000,41.000000,180.000000,0,1,12
141,-400.000000,0.000001,25.000000,41.000000,180.000000,0,1,13
142,-299.999999,-173.205080,25.000000,41.000000,180.000000,0,1,14
143,-199.999999,-346.410160,25.000000,41.000000,180.000000,0,1,15
144,0.000001,-346.410160,25.000000,41.000000,180.000000,0,1,16
145,200.000000,-346.410161,25.000000,41.000000,180.000000,0,1,17
146,300.000000,-173.205081,25.000000,41.000000,180.000000,0,1,18
147,599.999999,-0.000001,25.000000,41.000000,180.000000,0,1,11
148,499.999999,173.205079,25.000000,41.000000,180.000000,0,1,15
149,399.999999,346.410160,25.000000,41.000000,180.000000,0,1,14
150,299.999999,519.615240,25.000000,41.000000,180.000000,0,1,17
151,99.999999,519.615240,25.000000,41.000000,180.000000,0,1,16
152,-100.000001,519.615241,25.000000,41.000000,180.000000,0,1,15
153,-300.000001,519.615241,25.000000,41.000000,180.000000,0,1,7
154,-400.000000,346.410161,25.000000,41.000000,180.000000,0,1,18
155,-500.000000,173.205081,25.000000,41.000000,180.000000,0,1,17
156,-599.999999,0.000001,25.000000,41.000000,180.000000,0,1,9
157,-499.999999,-173.205079,25.000000,41.000000,180.000000,0,1,8
158,-399.999999,-346.410160,25.000000,41.000000,180.000000,0,1,7
159,-299.999999,-519.615240,25.000000,41.000000,180.000000,0,1,11
160,-99.999999,-519.615240,25.000000,41.000000,180.000000,0,1,10
161,100.000001,-519.615241,25.000000,41.000000,180.000000,0,1,9
162,300.000001,-519.615241,25.000000,41.000000,180.000000,0,1,13
163,400.000000,-346.410161,25.000000,41.000000,180.000000,0,1,12
164,500.000000,-173.205081,25.000000,41.000000,180.000000,0,1,11
165,799.999999,-0.000002,25.000000,41.000000,180.000000,0,1,16
166,699.999999,173.205079,25.000000,41.000000,180.000000,0,1,5
167,599.999999,346.410159,25.000000,41.000000,180.000000,0,1,4
168,499.999998,519.615240,25.000000,41.000000,180.000000,0,1,12
169,399.999998,692.820320,25.000000,41.000000,180.000000,0,1,18
170,199.999998,692.820320,25.000000,41.000000,180.000000,0,1,6
171,-0.000001,692.820321,25.000000,41.000000,180.000000,0,1,5
172,-200.000001,692.820321,25.000000,41.000000,180.000000,0,1,14
173,-400.000001,692.820322,25.000000,41.000000,180.000000,0,1,8
174,-500.000000,519.615242,25.000000,41.000000,180.000000,0,1,1
175,-600.000000,346.410162,25.000000,41.000000,180.000000,0,1,6
176,-700.000000,173.205082,25.000000,41.000000,180.000000,0,1,16
177,-799.999999,0.000002,25.000000,41.000000,180.000000,0,1,10
178,-699.999999,-173.205079,25.000000,41.000000,180.000000,0,1,2
179,-599.999999,-346.410159,25.000000,41.000000,180.000000,0,1,1
180,-499.999998,-519.615240,25.000000,41.000000,180.000000,0,1,18
181,-399.999998,-692.820320,25.000000,41.000000,180.000000,0,1,12
182,-199.999998,-692.820320,25.000000,41.000000,180.000000,0,1,3
183,0.000001,-692.820321,25.000000,41.000000,180.000000,0,1,2
184,200.000001,-692.820321,25.000000,41.000000,180.000000,0,1,8
185,400.000001,-692.820322,25.000000,41.000000,180.000000,0,1,14
186,500.000000,-519.615242,25.000000,41.000000,180.000000,0,1,4
187,600.000000,-346.410162,25.000000,41.000000,180.000000,0,1,3
188,700.000000,-173.205082,25.000000,41.000000,180.000000,0,1,10
189,999.999999,-0.000002,25.000000,41.000000,180.000000,0,1,17
190,899.999999,173.205078,25.000000,41.000000,180.000000,0,1,6
191,799.999998,346.410159,25.000000,41.000000,180.000000,0,1,0
192,699.999998,519.615239,25.000000,41.000000,180.000000,0,1,3
193,599.999998,692.820320,25.000000,41.000000,180.000000,0,1,11
194,499.999998,866.025400,25.000000,41.000000,180.000000,0,1,7
195,299.999998,866.025400,25.000000,41.000000,180.000000,0,1,1
196,99.999998,866.025401,25.000000,41.000000,180.000000,0,1,0
197,-100.000002,866.025401,25.000000,41.000000,180.000000,0,1,4
198,-300.000001,866.025402,25.000000,41.000000,180.000000,0,1,13
199,-500.000001,866.025402,25.000000,41.000000,180.000000,0,1,9
200,-600.000001,692.820322,25.000000,41.000000,180.000000,0,1,2
201,-700.000000,519.615242,25.000000,41.000000,180.000000,0,1,0
202,-800.000000,346.410162,25.000000,41.000000,180.000000,0,1,5
203,-899.999999,173.205082,25.000000,41.000000,180.000000,0,1,15
204,-999.999999,0.000002,25.000000,41.000000,180.000000,0,1,11
205,-899.999999,-173.205078,25.000000,41.000000,180.000000,0,1,3
206,-799.999998,-346.410159,25.000000,41.000000,180.000000,0,1,0
207,-699.999998,-519.615239,25.000000,41.000000,180.000000,0,1,6
208,-599.999998,-692.820320,25.000000,41.000000,180.000000,0,1,17
209,-499.999998,-866.025400,25.000000,41.000000,180.000000,0,1,13
210,-299.999998,-866.025400,25.000000,41.000000,180.000000,0,1,4
211,-99.999998,-866.025401,25.000000,41.000000,180.000000,0,1,0
212,100.000002,-866.025401,25.000000,41.000000,180.000000,0,1,1
213,300.000001,-866.025402,25.000000,41.000000,180.000000,0,1,7
214,500.000001,-866.025402,25.000000,41.000000,180.000000,0,1,15
215,600.000001,-692.820322,25.000000,41.000000,180.000000,0,1,5
216,700.000000,-519.615242,25.000000,41.000000,180.000000,0,1,0
217,800.000000,-346.410162,25.000000,41.000000,180.000000,0,1,2
218,899.999999,-173.205082,25.000000,41.000000,180.000000,0,1,9
219,1099.999998,173.205078,25.000000,41.000000,180.000000,0,1,18
220,999.999998,346.410158,25.000000,41.000000,180.000000,0,1,1
221,899.999998,519.615239,25.000000,41.000000,180.000000,0,1,2
222,799.999998,692.820319,25.000000,41.000000,180.000000,0,1,10
223,399.999998,1039.230480,25.000000,41.000000,180.000000,0,1,8
224,199.999998,1039.230481,25.000000,41.000000,180.000000,0,1,2
225,-0.000002,1039.230481,25.000000,41.000000,180.000000,0,1,3
226,-200.000002,1039.230482,25.000000,41.000000,180.000000,0,1,12
227,-700.000001,866.025402,25.000000,41.000000,180.000000,0,1,10
228,-800.000000,692.820322,25.000000,41.000000,180.000000,0,1,3
229,-900.000000,519.615242,25.000000,41.000000,180.000000,0,1,4
230,-1000.000000,346.410162,25.000000,41.000000,180.000000,0,1,14
231,-1099.999998,-173.205078,25.000000,41.000000,180.000000,0,1,12
232,-999.999998,-346.410158,25.000000,41.000000,180.000000,0,1,4
233,-899.999998,-519.615239,25.000000,41.000000,180.000000,0,1,5
234,-799.999998,-692.820319,25.000000,41.000000,180.000000,0,1,16
235,-399.999998,-1039.230480,25.000000,41.000000,180.000000,0,1,14
236,-199.999998,-1039.230481,25.000000,41.000000,180.000000,0,1,5
237,0.000002,-1039.230481,25.000000,41.000000,180.000000,0,1,6
238,200.000002,-1039.230482,25.000000,41.000000,180.000000,0,1,18
239,700.000001,-866.025402,25.000000,41.000000,180.000000,0,1,16
240,800.000000,-692.820322,25.000000,41.000000,180.000000,0,1,6
241,900.000000,-519.615242,25.000000,41.000000,180.000000,0,1,1
242,1000.000000,-346.410162,25.000000,41.000000,180.000000,0,1,8
243,1199.999998,346.410158,25.000000,41.000000,180.000000,0,1,7
244,1099.999998,519.615238,25.000000,41.000000,180.000000,0,1,8
245,999.999998,692.820319,25.000000,41.000000,180.000000,0,1,9
246,99.999998,1212.435561,25.000000,41.000000,180.000000,0,1,10
247,-100.000002,1212.435562,25.000000,41.000000,180.000000,0,1,11
248,-1000.000000,692.820323,25.000000,41.000000,180.000000,0,1,12
249,-1100.000000,519.615243,25.000000,41.000000,180.000000,0,1,13
250,-1099.999998,-519.615238,25.000000,41.000000,180.000000,0,1,14
251,-999.999998,-692.820319,25.000000,41.000000,180.000000,0,1,15
252,-99.999998,-1212.435561,25.000000,41.000000,180.000000,0,1,16
253,100.000002,-1212.435562,25.000000,41.000000,180.000000,0,1,17
254,1000.000000,-692.820323,25.000000,41.000000,180.000000,0,1,18
255,1100.000000,-519.615243,25.000000,41.000000,180.000000,0,1,7
256,0.000000,0.000000,25.000000,41.000000,300.000000,0,1,0
257,200.000000,-0.000000,25.000000,41.000000,300.000000,0,1,1
258,100.000000,173.205080,25.000000,41.000000,300.000000,0,1,2
259,-100.000000,173.205080,25.000000,41.000000,300.000000,0,1,3
260,-200.000000,0.000000,25.000000,41.000000,300.000000,0,1,4
261,-100.000000,-173.205080,25.000000,41.000000,300.000000,0,1,5
262,100.000000,-173.205080,25.000000,41.000000,300.000000,0,1,6
263,400.000000,-0.000001,25.000000,41.000000,300.000000,0,1,7
264,299.999999,173.205080,25.000000,41.000000,300.000000,0,1,8
265,199.999999,346.410160,25.000000,41.000000,300.000000,0,1,9
266,-0.000001,346.410160,25.000000,41.000000,300.000000,0,1,10
267,-200.000000,346.410161,25.000000,41.000000,300.000000,0,1,11
268,-300.000000,173.205081,25.000000,41.000000,300.000000,0,1,12
269,-400.000000,0.000001,25.000000,41.000000,300.000000,0,1,13
270,-299.999999,-173.205080,25.000000,41.000000,300.000000,0,1,14
271,-199.999999,-346.410160,25.000000,41.000000,300.000000,0,1,15
272,0.000001,-346.410160,25.000000,41.000000,300.000000,0,1,16
273,200.000000,-346.410161,25.000000,41.000000,300.000000,0,1,17
274,300.000000,-173.205081,25.000000,41.000000,300.000000,0,1,18
275,599.999999,-0.000001,25.000000,41.000000,300.000000,0,1,11
276,499.999999,173.205079,25.000000,41.000000,300.000000,0,1,15
277,399.999999,346.410160,25.000000,41.000000,300.000000,0,1,14
278,299.999999,519.615240,25.000000,41.000000,300.000000,0,1,17
279,99.999999,519.615240,25.000000,41.000000,300.000000,0,1,16
280,-100.000001,519.615241,25.000000,41.000000,300.000000,0,1,15
281,-300.000001,519.615241,25.000000,41.000000,300.000000,0,1,7
282,-400.000000,346.410161,25.000000,41.000000,300.000000,0,1,18
283,-500.000000,173.205081,25.000000,41.000000,300.000000,0,1,17
284,-599.999999,0.000001,25.000000,41.000000,300.000000,0,1,9
285,-499.999999,-173.205079,25.000000,41.000000,300.000000,0,1,8
286,-399.999999,-346.410160,25.000000,41.000000,300.000000,0,1,7
287,-299.999999,-519.615240,25.000000,41.000000,300.000000,0,1,11
288,-99.999999,-519.615240,25.000000,41.000000,300.000000,0,1,10
289,100.000001,-519.615241,25.000000,41.000000,300.000000,0,1,9
290,300.000001,-519.615241,25.000000,41.000000,300.000000,0,1,13
291,400.000000,-346.410161,25.000000,41.000000,300.000000,0,1,12
292,500.000000,-173.205081,25.000000,41.000000,300.000000,0,1,11
293,799.999999,-0.000002,25.000000,41.000000,300.000000,0,1,16
294,699.999999,173.205079,25.000000,41.000000,300.000000,0,1,5
295,599.999999,346.410159,25.000000,41.000000,300.000000,0,1,4
296,499.999998,519.615240,25.000000,41.000000,300.000000,0,1,12
297,399.999998,692.820320,25.000000,41.000000,300.000000,0,1,18
298,199.999998,692.820320,25.000000,41.000000,300.000000,0,1,6
299,-0.000001,692.820321,25.000000,41.000000,300.000000,0,1,5
300,-200.000001,692.820321,25.000000,41.000000,300.000000,0,1,14
301,-400.000001,692.820322,25.000000,41.000000,300.000000,0,1,8
302,-500.000000,519.615242,25.000000,41.000000,300.000000,0,1,1
303,-600.000000,346.410162,25.000000,41.000000,300.000000,0,1,6
304,-700.000000,173.205082,25.000000,41.000000,300.000000,0,1,16
305,-799.999999,0.000002,25.000000,41.000000,300.000000,0,1,10
306,-699.999999,-173.205079,25.000000,41.000000,300.000000,0,1,2
307,-599.999999,-346.410159,25.000000,41.000000,300.000000,0,1,1
308,-499.999998,-519.615240,25.000000,41.000000,300.000000,0,1,18
309,-399.999998,-692.820320,25.000000,41.000000,300.000000,0,1,12
310,-199.999998,-692.820320,25.000000,41.000000,300.000000,0,1,3
311,0.000001,-692.820321,25.000000,41.000000,300.000000,0,1,2
312,200.000001,-692.820321,25.000000,41.000000,300.000000,0,1,8
313,400.000001,-692.820322,25.000000,41.000000,300.000000,0,1,14
314,500.000000,-519.615242,25.000000,41.000000,300.000000,0,1,4
315,600.000000,-346.410162,25.000000,41.000000,300.000000,0,1,3
316,700.000000,-173.205082,25.000000,41.000000,300.000000,0,1,10
317,999.999999,-0.000002,25.000000,41.000000,300.000000,0,1,17
318,899.999999,173.205078,25.000000,41.000000,300.000000,0,1,6
319,799.999998,346.410159,25.000000,41.000000,300.000000,0,1,0
320,699.999998,519.615239,25.000000,41.000000,300.000000,0,1,3
321,599.999998,692.820320,25.000000,41.000000,300.000000,0,1,11
322,499.999998,866.025400,25.000000,41.000000,300.000000,0,1,7
323,299.999998,866.025400,25.000000,41.000000,300.000000,0,1,1
324,99.999998,866.025401,25.000000,41.000000,300.000000,0,1,0
325,-100.000002,866.025401,25.000000,41.000000,300.000000,0,1,4
326,-300.000001,866.025402,25.000000,41.000000,300.000000,0,1,13
327,-500.000001,866.025402,25.000000,41.000000,300.000000,0,1,9
328,-600.000001,692.820322,25.000000,41.000000,300.000000,0,1,2
329,-700.000000,519.615242,25.000000,41.000000,300.000000,0,1,0
330,-800.000000,346.410162,25.000000,41.000000,300.000000,0,1,5
331,-899.999999,173.205082,25.000000,41.000000,300.000000,0,1,15
332,-999.999999,0.000002,25.000000,41.000000,300.000000,0,1,11
333,-899.999999,-173.205078,25.000000,41.000000,300.000000,0,1,3
334,-799.999998,-346.410159,25.000000,41.000000,300.000000,0,1,0
335,-699.999998,-519.615239,25.000000,41.000000,300.000000,0,1,6
336,-599.999998,-692.820320,25.000000,41.000000,300.000000,0,1,17
337,-499.999998,-866.025400,25.000000,41.000000,300.000000,0,1,13
338,-299.999998,-866.025400,25.000000,41.000000,300.000000,0,1,4
339,-99.999998,-866.025401,25.000000,41.000000,300.000000,0,1,0
340,100.000002,-866.025401,25.000000,41.000000,300.000000,0,1,1
341,300.000001,-866.025402,25.000000,41.000000,300.000000,0,1,7
342,500.000001,-866.025402,25.000000,41.000000,300.000000,0,1,15
343,600.000001,-692.820322,25.000000,41.000000,300.000000,0,1,5
344,700.000000,-519.615242,25.000000,41.000000,300.000000,0,1,0
345,800.000000,-346.410162,25.000000,41.000000,300.000000,0,1,2
346,899.999999,-173.205082,25.000000,41.000000,300.000000,0,1,9
347,1099.999998,173.205078,25.000000,41.000000,300.000000,0,1,18
348,999.999998,346.410158,25.000000,41.000000,300.000000,0,1,1
349,899.999998,519.615239,25.000000,41.000000,300.000000,0,1,2
350,799.999998,692.820319,25.000000,41.000000,300.000000,0,1,10
351,399.999998,1039.230480,25.000000,41.000000,300.000000,0,1,8
352,199.999998,1039.230481,25.000000,41.000000,300.000000,0,1,2
353,-0.000002,1039.230481,25.000000,41.000000,300.000000,0,1,3
354,-200.000002,1039.230482,25.000000,41.000000,300.000000,0,1,12
355,-700.000001,866.025402,25.000000,41.000000,300.000000,0,1,10
356,-800.000000,692.820322,25.000000,41.000000,300.000000,0,1,3
357,-900.000000,519.615242,25.000000,41.000000,300.000000,0,1,4
358,-1000.000000,346.410162,25.000000,41.000000,300.000000,0,1,14
359,-1099.999998,-173.205078,25.000000,41.000000,300.000000,0,1,12
360,-999.999998,-346.410158,25.000000,41.000000,300.000000,0,1,4
361,-899.999998,-519.615239,25.000000,41.000000,300.000000,0,1,5
362,-799.999998,-692.820319,25.000000,41.000000,300.000000,0,1,16
363,-399.999998,-1039.230480,25.000000,41.000000,300.000000,0,1,14
364,-199.999998,-1039.230481,25.000000,41.000000,300.000000,0,1,5
365,0.000002,-1039.230481,25.000000,41.000000,300.000000,0,1,6
366,200.000002,-1039.230482,25.000000,41.000000,300.000000,0,1,18
367,700.000001,-866.025402,25.000000,41.000000,300.000000,0,1,16
368,800.000000,-692.820322,25.000000,41.000000,300.000000,0,1,6
369,900.000000,-519.615242,25.000000,41.000000,300.000000,0,1,1
370,1000.000000,-346.410162,25.000000,41.000000,300.000000,0,1,8
371,1199.999998,346.410158,25.000000,41.000000,300.000000,0,1,7
372,1099.999998,519.615238,25.000000,41.000000,300.000000,0,1,8
373,999.999998,692.820319,25.000000,41.000000,300.000000,0,1,9
374,99.999998,1212.435561,25.000000,41.000000,300.000000,0,1,10
375,-100.000002,1212.435562,25.000000,41.000000,300.000000,0,1,11
376,-1000.000000,692.820323,25.000000,41.000000,300.000000,0,1,12
377,-1100.000000,519.615243,25.000000,41.000000,300.000000,0,1,13
378,-1099.999998,-519.615238,25.000000,41.000000,300.000000,0,1,14
379,-999.999998,-692.820319,25.000000,41.000000,300.000000,0,1,15
380,-99.999998,-1212.435561,25.000000,41.000000,300.000000,0,1,16
381,100.000002,-1212.435562,25.000000,41.000000,300.000000,0,1,17
382,1000.000000,-692.820323,25.000000,41.000000,300.000000,0,1,18
383,1100.000000,-519.615243,25.000000,41.000000,300.000000,0,1,7
