ID,X,Y,Z,HDirection,HWidth,VTilt
314 , 500.000000 , -519.615242 , 25.000000 , 300.000000 , 65.000000 , 0.000000
315 , 600.000000 , -346.410162 , 25.000000 , 300.000000 , 65.000000 , 0.000000
316 , 700.000000 , -173.205082 , 25.000000 , 300.000000 , 65.000000 , 0.000000
317 , 999.999999 , -0.000002 , 25.000000 , 300.000000 , 65.000000 , 0.000000
318 , 899.999999 , 173.205078 , 25.000000 , 300.000000 , 65.000000 , 0.000000
319 , 799.999998 , 346.410159 , 25.000000 , 300.000000 , 65.000000 , 0.000000
320 , 699.999998 , 519.615239 , 25.000000 , 300.000000 , 65.000000 , 0.000000
321 , 599.999998 , 692.820320 , 25.000000 , 300.000000 , 65.000000 , 0.000000
322 , 499.999998 , 866.025400 , 25.000000 , 300.000000 , 65.000000 , 0.000000
323 , 299.999998 , 866.025400 , 25.000000 , 300.000000 , 65.000000 , 0.000000
324 , 99.999998 , 866.025401 , 25.000000 , 300.000000 , 65.000000 , 0.000000
325 , -100.000002 , 866.025401 , 25.000000 , 300.000000 , 65.000000 , 0.000000
326 , -300.000001 , 866.025402 , 25.000000 , 300.000000 , 65.000000 , 0.000000
327 , -500.000001 , 866.025402 , 25.000000 , 300.000000 , 65.000000 , 0.000000
328 , -600.000001 , 692.820322 , 25.000000 , 300.000000 , 65.000000 , 0.000000
329 , -700.000000 , 519.615242 , 25.000000 , 300.000000 , 65.000000 , 0.000000
330 , -800.000000 , 346.410162 , 25.000000 , 300.000000 , 65.000000 , 0.000000
331 , -899.999999 , 173.205082 , 25.000000 , 300.000000 , 65.000000 , 0.000000
332 , -999.999999 , 0.000002 , 25.000000 , 300.000000 , 65.000000 , 0.000000
333 , -899.999999 , -173.205078 , 25.000000 , 300.000000 , 65.000000 , 0.000000
334 , -799.999998 , -346.410159 , 25.000000 , 300.000000 , 65.000000 , 0.000000
335 , -699.999998 , -519.615239 , 25.000000 , 300.000000 , 65.000000 , 0.000000
336 , -599.999998 , -692.820320 , 25.000000 , 300.000000 , 65.000000 , 0.000000
337 , -499.999998 , -866.025400 , 25.000000 , 300.000000 , 65.000000 , 0.000000
338 , -299.999998 , -866.025400 , 25.000000 , 300.000000 , 65.000000 , 0.000000
339 , -99.999998 , -866.025401 , 25.000000 , 300.000000 , 65.000000 , 0.000000
340 , 100.000002 , -866.025401 , 25.000000 , 300.000000 , 65.000000 , 0.000000
341 , 300.000001 , -866.025402 , 25.000000 , 300.000000 , 65.000000 , 0.000000
342 , 500.000001 , -866.025402 , 25.000000 , 300.000000 , 65.000000 , 0.000000
343 , 600.000001 , -692.820322 , 25.000000 , 300.000000 , 65.000000 , 0.000000
344 , 700.000000 , -519.615242 , 25.000000 , 300.000000 , 65.000000 , 0.000000
345 , 800.000000 , -346.410162 , 25.000000 , 300.000000 , 65.000000 , 0.000000
346 , 899.999999 , -173.205082 , 25.000000 , 300.000000 , 65.000000 , 0.000000
347 , 1099.999998 , 173.205078 , 25.000000 , 300.000000 , 65.000000 , 0.000000
348 , 999.999998 , 346.410158 , 25.000000 , 300.000000 , 65.000000 , 0.000000
349 , 899.999998 , 519.615239 , 25.000000 , 300.000000 , 65.000000 , 0.000000
350 , 799.999998 , 692.820319 , 25.000000 , 300.000000 , 65.000000 , 0.000000
351 , 399.999998 , 1039.230480 , 25.000000 , 300.000000 , 65.000000 , 0.000000
352 , 199.999998 , 1039.230481 , 25.000000 , 300.000000 , 65.000000 , 0.000000
353 , -0.000002 , 1039.230481 , 25.000000 , 300.000000 , 65.000000 , 0.000000
354 , -200.000002 , 1039.230482 , 25.000000 , 300.000000 , 65.000000 , 0.000000
355 , -700.000001 , 866.025402 , 25.000000 , 300.000000 , 65.000000 , 0.000000
356 , -800.000000 , 692.820322 , 25.000000 , 300.000000 , 65.000000 , 0.000000
357 , -900.000000 , 519.615242 , 25.000000 , 300.000000 , 65.000000 , 0.000000
358 , -1000.000000 , 346.410162 , 25.000000 , 300.000000 , 65.000000 , 0.000000
359 , -1099.999998 , -173.205078 , 25.000000 , 300.000000 , 65.000000 , 0.000000
360 , -999.999998 , -346.410158 , 25.000000 , 300.000000 , 65.000000 , 0.000000
361 , -899.999998 , -519.615239 , 25.000000 , 300.000000 , 65.000000 , 0.000000
362 , -799.999998 , -692.820319 , 25.000000 , 300.000000 , 65.000000 , 0.000000
363 , -399.999998 , -1039.230480 , 25.000000 , 300.000000 , 65.000000 , 0.000000
364 , -199.999998 , -1039.230481 , 25.000000 , 300.000000 , 65.000000 , 0.000000
365 , 0.000002 , -1039.230481 , 25.000000 , 300.000000 , 65.000000 , 0.000000
366 , 200.000002 , -1039.230482 , 25.000000 , 300.000000 , 65.000000 , 0.000000
367 , 700.000001 , -866.025402 , 25.000000 , 300.000000 , 65.000000 , 0.000000
368 , 800.000000 , -692.820322 , 25.000000 , 300.000000 , 65.000000 , 0.000000
369 , 900.000000 , -519.615242 , 25.000000 , 300.000000 , 65.000000 , 0.000000
370 , 1000.000000 , -346.410162 , 25.000000 , 300.000000 , 65.000000 , 0.000000
371 , 1199.999998 , 346.410158 , 25.000000 , 300.000000 , 65.000000 , 0.000000
372 , 1099.999998 , 519.615238 , 25.000000 , 300.000000 , 65.000000 , 0.000000
373 , 999.999998 , 692.820319 , 25.000000 , 300.000000 , 65.000000 , 0.000000
374 , 99.999998 , 1212.435561 , 25.000000 , 300.000000 , 65.000000 , 0.000000
375 , -100.000002 , 1212.435562 , 25.000000 , 300.000000 , 65.000000 , 0.000000
376 , -1000.000000 , 692.820323 , 25.000000 , 300.000000 , 65.000000 , 0.000000
377 , -1100.000000 , 519.615243 , 25.000000 , 300.000000 , 65.000000 , 0.000000
378 , -1099.999998 , -519.615238 , 25.000000 , 300.000000 , 65.000000 , 0.000000
379 , -999.999998 , -692.820319 , 25.000000 , 300.000000 , 65.000000 , 0.000000
380 , -99.999998 , -1212.435561 , 25.000000 , 300.000000 , 65.000000 , 0.000000
381 , 100.000002 , -1212.435562 , 25.000000 , 300.000000 , 65.000000 , 0.000000
382 , 1000.000000 , -692.820323 , 25.000000 , 300.000000 , 65.000000 , 0.000000
383 , 1100.000000 , -519.615243 , 25.000000 , 300.000000 , 65.000000 , 0.000000
