ID,X,Y,Z,Indoor,InCar,BSdist,GCellID
855,-231.113988,-442.103315,22.500000,1,0,100.655404,15
856,-181.220813,-382.051505,1.500000,0,1,46.639182,15
857,-267.565120,-270.044569,1.500000,0,1,104.637465,15
858,-138.092876,-283.480631,4.500000,1,0,90.624872,15
859,-166.438524,-366.628903,16.500000,1,0,40.092645,15
860,-236.422057,-301.447605,1.500000,0,1,62.453564,15
861,-234.386709,-389.817825,16.500000,1,0,56.026076,15
862,-273.517405,-280.225371,1.500000,1,0,101.673425,15
863,-197.238417,-364.683053,1.500000,0,1,29.896069,15
864,-20.270339,-254.033865,1.500000,0,1,97.450073,16
865,31.510014,-415.058836,10.500000,1,0,76.914053,16
866,-78.259416,-276.589933,10.500000,1,0,105.875637,16
867,-45.683182,-400.460772,10.500000,1,0,72.240375,16
868,83.319096,-394.300523,7.500000,1,0,97.682181,16
869,-76.021343,-397.721868,4.500000,1,0,93.980775,16
870,63.086209,-367.986994,1.500000,1,0,70.694268,16
871,-20.859348,-360.955653,7.500000,1,0,30.869625,16
872,57.785309,-321.614226,7.500000,1,0,65.270439,16
873,-72.234586,-289.381234,16.500000,1,0,92.425018,16
874,24.419092,-316.455582,7.500000,1,0,42.424271,16
875,-33.765240,-382.343235,13.500000,1,0,50.631288,16
876,-56.052020,-314.498572,1.500000,1,0,68.647130,16
877,-69.018524,-391.042233,7.500000,1,0,84.034687,16
878,68.550142,-291.100043,10.500000,1,0,89.266908,16
879,-29.075998,-322.177183,1.500000,0,1,44.552227,16
880,-69.438862,-345.855185,10.500000,1,0,70.938802,16
881,84.814698,-318.558802,7.500000,1,0,90.969671,16
882,42.310656,-378.699154,4.500000,1,0,57.035258,16
883,-89.519114,-378.288374,7.500000,1,0,96.623716,16
884,-62.011768,-337.128459,16.500000,1,0,63.276057,16
885,-9.440704,-312.786844,19.500000,1,0,35.353985,16
886,-42.857243,-360.393622,4.500000,1,0,49.523030,16
887,-5.150348,-247.649095,1.500000,1,0,101.649024,16
888,-21.019188,-367.549999,10.500000,1,0,33.150401,16
889,-11.627326,-428.469061,1.500000,1,0,86.145852,16
890,-26.006222,-425.378480,4.500000,1,0,85.630422,16
891,-69.513581,-284.567636,1.500000,0,1,95.962940,16
892,-63.829570,-362.173028,10.500000,1,0,67.327053,16
893,-26.459678,-282.398431,10.500000,1,0,70.766278,16
894,199.379122,-391.569326,7.500000,1,0,48.435377,17
895,195.666411,-300.942052,4.500000,1,0,50.063749,17
896,156.372088,-367.328722,4.500000,1,0,52.547416,17
897,159.043745,-402.733367,1.500000,0,1,73.498085,17
898,263.665609,-412.339497,10.500000,1,0,92.791363,17
899,206.246997,-327.942856,4.500000,1,0,28.289862,17
900,298.929331,-353.789103,4.500000,1,0,101.300104,17
901,261.655483,-392.279171,1.500000,0,1,80.359284,17
902,206.834434,-321.596024,1.500000,1,0,34.852559,17
903,186.118221,-350.881076,4.500000,1,0,25.158356,17
904,147.926126,-324.420282,7.500000,1,0,59.173416,17
905,285.915964,-340.497096,13.500000,1,0,86.883641,17
906,220.557762,-283.708882,1.500000,0,1,70.045141,17
907,214.840882,-388.578568,10.500000,1,0,46.996556,17
908,105.887886,-307.053320,19.500000,1,0,102.158216,17
909,229.164648,-384.047084,1.500000,1,0,53.097689,17
910,106.568570,-402.311610,1.500000,0,1,111.385161,17
911,203.821854,-401.626301,10.500000,1,0,57.216070,17
912,125.319634,-398.023828,1.500000,1,0,93.773011,17
913,195.837210,-314.483695,7.500000,1,0,36.645300,17
914,144.736822,-388.456476,1.500000,0,1,73.308673,17
915,172.257715,-276.410197,7.500000,1,0,77.303812,17
916,176.947584,-260.904226,13.500000,1,0,89.302457,17
917,165.249798,-322.334733,7.500000,1,0,45.754265,17
918,135.226038,-269.571167,1.500000,1,0,103.209240,17
919,299.699236,-362.864154,1.500000,1,0,103.744501,17
920,294.583469,-351.678923,10.500000,1,0,95.833409,17
921,236.639464,-303.894028,13.500000,1,0,57.291551,17
922,126.632927,-389.911773,13.500000,1,0,86.066066,17
923,238.080904,-347.031282,1.500000,1,0,44.752553,17
924,363.908198,-114.598282,1.500000,1,0,89.840217,18
925,385.603671,-197.232874,16.500000,1,0,89.317262,18
926,353.475502,-249.179638,10.500000,1,0,94.031977,18
927,289.389591,-96.461916,4.500000,1,0,80.139529,18
928,366.520955,-184.156042,1.500000,1,0,71.394755,18
929,294.543595,-199.204082,1.500000,0,1,35.467879,18
930,334.454354,-194.156380,16.500000,1,0,41.210550,18
931,232.354458,-130.941766,1.500000,1,0,83.152613,18
932,235.318395,-205.141832,7.500000,1,0,74.228809,18
933,388.025982,-173.074405,10.500000,1,0,89.212334,18
934,348.720533,-166.273498,19.500000,1,0,49.517544,18
935,210.237346,-184.946713,13.500000,1,0,91.254863,18
936,292.505617,-224.730933,4.500000,1,0,55.958281,18
937,321.999285,-163.748701,1.500000,0,1,33.550583,18
938,230.111547,-224.798309,4.500000,1,0,89.255291,18
939,312.203670,-272.520803,13.500000,1,0,100.721359,18
940,308.353008,-119.466547,1.500000,0,1,59.244010,18
941,326.813085,-185.244655,1.500000,1,0,37.631674,18
942,277.335159,-172.655853,4.500000,1,0,30.565449,18
943,292.292590,-235.876928,1.500000,0,1,67.375178,18
944,217.039932,-112.456853,1.500000,1,0,105.474973,18
945,375.892757,-172.889539,1.500000,1,0,79.448475,18
946,301.721411,-239.619385,4.500000,1,0,69.527498,18
947,231.359683,-151.453043,4.500000,1,0,74.865842,18
948,335.548730,-178.013584,4.500000,1,0,41.316872,18
949,279.896964,-202.486231,7.500000,1,0,39.595048,18
950,379.075220,-167.910213,13.500000,1,0,80.082308,18
951,241.212892,-215.002589,13.500000,1,0,73.042493,18
952,384.283759,-238.473871,13.500000,1,0,107.219480,18
953,375.328724,-107.891405,7.500000,1,0,101.225209,18
